index,Text,Tint,Ph,Isol
2019-01-01 00:15:00,6.17273229202082,24.9333464959902,1913.1467223206962,5.401754353415357
2019-01-01 00:30:00,5.513171503749282,24.937444748819818,1923.0879663705564,3.1542638693546583
2019-01-01 00:45:00,5.003693361832031,24.875790415470114,1915.2278346856378,-7.74242567150478
2019-01-01 01:00:00,4.322672689391754,24.902452510700254,1925.6539147961494,-21.334190350101974
2019-01-01 01:15:00,4.525327778580898,24.955867787921253,1922.9226946094398,-8.209194165757479
2019-01-01 01:30:00,4.525521854603668,24.957178003904193,1926.3856609163784,5.762537129024485
2019-01-01 01:45:00,4.308173589064351,25.189458776408504,1922.7423741563316,-0.6601649381105333
2019-01-01 02:00:00,4.450807257876371,25.129905417355598,1925.9825252961823,8.781474396692198
2019-01-01 02:15:00,4.2896515983357295,24.930050675295398,1923.3560870273475,10.114115746496195
2019-01-01 02:30:00,4.463078224929967,25.03122665324324,1938.0722411234713,16.127965126864503
2019-01-01 02:45:00,4.44155971762528,25.04108246696652,1945.2336474413557,5.5766746265326175
2019-01-01 03:00:00,4.356362662850889,25.102680989273207,1936.0755434831865,5.4165452618638295
2019-01-01 03:15:00,4.230607012577681,25.03681578560375,1940.5282642582813,-11.832710632053312
2019-01-01 03:30:00,4.353530580817846,25.11385571364847,1936.7717412331979,-4.652558796673936
2019-01-01 03:45:00,4.222381547394486,24.957970971415584,1946.8680426254386,-1.1131244434313707
2019-01-01 04:00:00,4.23928038137511,24.991190652539316,1943.181532911961,-9.737327036169175
2019-01-01 04:15:00,4.1284231375312395,24.970031849301456,1948.3100545149312,9.086090758533167
2019-01-01 04:30:00,4.157718923315513,25.00421054055676,1955.130730345443,8.98183317765046
2019-01-01 04:45:00,4.217336712886599,24.961496464069292,1961.253477416504,-9.063144152906103
2019-01-01 05:00:00,3.744532330052516,25.047693730900125,1958.5222062307569,-0.300261330730203
2019-01-01 05:15:00,3.775660142390241,25.012134118173453,1955.178001472925,-9.293297054112472
2019-01-01 05:30:00,3.871687676393934,25.04016205740514,1963.2249788602662,-21.83052945968758
2019-01-01 05:45:00,3.970352324200214,24.92567591885046,1961.088344603742,-2.296967916082374
2019-01-01 06:00:00,3.725509828358326,25.06668274543816,1966.8779578612946,-6.660511088554428
2019-01-01 06:15:00,3.7823408975726616,25.088617596045466,1978.9041277537688,6.934388892294326
2019-01-01 06:30:00,3.6420703748651038,24.808400611306666,1977.983741533261,5.996695321929469
2019-01-01 06:45:00,3.742077945167509,24.88165606712392,1973.3925874693427,16.202093288633733
2019-01-01 07:00:00,3.834943940483709,25.108107991578457,1976.6012917444496,-2.708386421212188
2019-01-01 07:15:00,3.8747988135601994,24.83228206863289,1977.8287420708207,-12.332374327966335
2019-01-01 07:30:00,3.9075492055376215,25.029620185770984,1972.1984235370203,-3.5088448456055223
2019-01-01 07:45:00,3.8405561947378275,25.02685606431498,1980.5539680382803,2.280853015399085
2019-01-01 08:00:00,3.8772030010250593,24.896299443266106,1986.161247684596,-1.049213378467793
2019-01-01 08:15:00,3.9369287829590958,24.92678197301374,1983.3103200799635,5.011540335846846
2019-01-01 08:30:00,3.7089188300077733,25.06464910513146,1988.8210907982484,-12.701232929748961
2019-01-01 08:45:00,3.927956429827972,25.01219080708445,1984.4495321283405,17.111279199714353
